uid,age,birthday,country,region,genderSlider,genderLabel,lifeExpectancy,weeksLived,weeksRemaining,weeksTotal,percentLived,phaseTemplate,phaseCount,phases
fOfj3PKXLA4jTy6P0PdcvSqXWAvc,52,10.02.1974,China,Asia,0,Male,75,2723,1177,3900,69.8,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
YInSvWCXXPyscLANZxHS6AqFjBju,38,10.08.1988,United Kingdom,Europe,9,Female,83,1967,2349,4316,45.6,Entrepreneur,5,Childhood (0–6); School (6–18); Startup Years (18–30); Growth Phase (30–55); Legacy (55–85)
NrHa77WqyRocB9yj9GLebZfe9h39,38,25.10.1988,India,Asia,0,Male,68,1956,1580,3536,55.3,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
YmzoDzalp4tFyWR4w7UEqMAO2RqW,54,27.11.1972,DR Congo,Africa,9,Female,63,2786,490,3276,85.0,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
5eFRKJHcH4ayZjqBz0goulyxqAPM,46,16.12.1980,India,Asia,9,Female,71,2366,1326,3692,64.1,Healthcare,6,Childhood (0–6); School (6–18); University (18–24); Residency (24–30); Career (30–65); Retirement (65–90)
tFJQ1uK8XdhiLl0W9p53chDAToKU,66,20.12.1960,United States,North America,9,Female,80,3409,751,4160,81.9,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
RhFqxdEdKOsiGJlsxx1WTIAEdWqa,42,08.06.1984,Malaysia,Asia,0,Male,74,2184,1664,3848,56.8,Minimalist,2,Growing Up (0–25); Adult Life (25–85)
v3JWttnWXbi1wX2W0lzRdyuLodRP,43,16.06.1983,South Africa,Africa,0,Male,60,2235,885,3120,71.6,Early retirement,5,Childhood (0–6); Education (6–22); Career (22–45); Early Retirement (45–70); Senior (70–90)
VC7DOtiteber8f40YpXN9a4HgK8D,38,10.03.1988,Canada,North America,0,Male,80,1988,2172,4160,47.8,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
2w535qiSX0NAjgkmpT2vART1HCvY,28,06.02.1998,Iraq,Asia,8,Non-binary / Other,73,1471,2325,3796,38.8,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
IUF2wU6cPAswOujm2g6jSBVMT8QM,38,05.05.1988,China,Asia,9,Female,80,1980,2180,4160,47.6,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
PNQkklZHQY3vaHXeW7ZpSmx98uHZ,72,25.07.1954,Spain,Europe,0,Male,80,3743,417,4160,90.0,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
c5RNge2BFFeA9rpPwqdGY2QDMBWg,37,29.04.1989,Egypt,Africa,9,Female,75,1929,1971,3900,49.5,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
jCFO2TXJAKFj2Qd9tJiDrBixcfTL,36,21.04.1990,Nigeria,Africa,9,Female,57,1878,1086,2964,63.4,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
mIoBGoXjgOIb5j2nk15SInjchlka,32,09.03.1994,Romania,Europe,0,Male,71,1676,2016,3692,45.4,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
4FNPIXDxafsxXr4oI5ONfFcDAU1N,75,13.07.1951,Austria,Europe,5,Non-binary / Other,81,3901,311,4212,92.6,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
WcmVbZzlwY67KBebQB8PAfaO4sff,71,11.10.1955,China,Asia,0,Male,75,3680,220,3900,94.4,Military,5,Childhood (0–6); School (6–18); Military Service (18–38); Civilian Career (38–62); Retirement (62–85)
HgM5KVDGaVVAHsiHJMjLWGHIGNhG,30,01.05.1996,Tanzania,Africa,9,Female,68,1564,1972,3536,44.2,Creative / Artist,5,Childhood (0–6); Education (6–20); Emerging (20–35); Established (35–60); Legacy (60–85)
xKlCeCxQobfAR9C7GI2xse0V8J56,66,03.10.1960,Pakistan,Asia,9,Female,69,3420,168,3588,95.3,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
CRPisLWfPZIrLK6Bki6uKBY24qTq,48,04.06.1978,Serbia,Europe,0,Male,73,2498,1298,3796,65.8,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
ZcAFaJh1EaJ6dNnRvrdkZr19F5L3,60,10.11.1966,Brazil,South America,9,Female,80,3101,1059,4160,74.5,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
6YlQSoiAy55XxDdvIR6fJ8L02gYf,19,16.02.2007,Uganda,Africa,0,Male,63,1000,2276,3276,30.5,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
61BYicCYKQaD4ZO2JtSRoOXGzIn1,72,24.01.1954,China,Asia,0,Male,75,3769,131,3900,96.6,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
ZfMS58mtHnVVcujWPzQe3n2XwpVZ,51,25.08.1975,Greece,Europe,9,Female,84,2643,1725,4368,60.5,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
qHcAmH9935FH7to5XN0zicuBBrdw,69,02.09.1957,Germany,Europe,9,Female,83,3581,735,4316,83.0,Minimalist,2,Growing Up (0–25); Adult Life (25–85)
lZKHuVgERTPL3gfgW6f9bus6QdRk,39,06.07.1987,Nigeria,Africa,0,Male,55,2024,836,2860,70.8,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
5RfkafiBtXJ2djzY4egnSl27OQqN,39,11.04.1987,Algeria,Africa,9,Female,78,2036,2020,4056,50.2,Creative / Artist,5,Childhood (0–6); Education (6–20); Emerging (20–35); Established (35–60); Legacy (60–85)
gBliKdvUPN4PZc8rQnsSm3hrhbnc,52,31.01.1974,Netherlands,Europe,0,Male,80,2724,1436,4160,65.5,Military,5,Childhood (0–6); School (6–18); Military Service (18–38); Civilian Career (38–62); Retirement (62–85)
M479uM37wVpxJjwed7JJNyA4ZdHS,34,03.02.1992,Nepal,Asia,9,Female,73,1785,2011,3796,47.0,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
Rh3nm0tR91byCV0uajvaE9tiyrCp,60,16.04.1966,Iran,Asia,0,Male,75,3131,769,3900,80.3,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
nnufaWJN30cpN7Izpa2hxBXMa3u8,58,23.10.1968,Mexico,North America,9,Female,78,3000,1056,4056,74.0,Early retirement,5,Childhood (0–6); Education (6–22); Career (22–45); Early Retirement (45–70); Senior (70–90)
HuJlkTVtyo0zXlaRCvlp83Rh4hX0,72,18.10.1954,United States,North America,0,Male,74,3731,117,3848,97.0,Early retirement,5,Childhood (0–6); Education (6–22); Career (22–45); Early Retirement (45–70); Senior (70–90)
7gXSkv4WG4SQJAVFnxIfKtUQDRfI,16,07.03.2010,China,Asia,9,Female,80,841,3319,4160,20.2,Minimalist,2,Growing Up (0–25); Adult Life (25–85)
HYLnHx6FK3Xr7tdfFkUkdIMHMZoP,65,30.06.1961,Argentina,South America,0,Male,73,3381,415,3796,89.1,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
OT51Ue87JSRPTThN8rSj0iBw5Rgx,51,16.05.1975,Canada,North America,0,Male,80,2657,1503,4160,63.9,Adventurer,5,Childhood (0–6); School (6–18); Exploration (18–25); Settled Career (25–60); Senior (60–90)
2zya9dSK5BCyKLnVQO9fQY8es1c6,32,03.09.1994,China,Asia,9,Female,80,1650,2510,4160,39.7,Minimalist,2,Growing Up (0–25); Adult Life (25–85)
p7HrMyjf16Aadz28z8y72coyjJXw,29,26.02.1997,Mexico,North America,9,Female,78,1521,2535,4056,37.5,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
7ymsVSJvsLkl0xAZf8pWP5T6ItPg,48,21.05.1978,Austria,Europe,9,Female,84,2500,1868,4368,57.2,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
96MT5jotYfLQqmvoi7968lwdGnqm,21,24.09.2005,Japan,Asia,5,Non-binary / Other,84,1073,3295,4368,24.6,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
wPEb8q1WyQPEXySS9S64um7BI9qx,46,03.02.1980,Spain,Europe,9,Female,86,2411,2061,4472,53.9,Entrepreneur,5,Childhood (0–6); School (6–18); Startup Years (18–30); Growth Phase (30–55); Legacy (55–85)
revwH4J564sfvVKu6Jy0l0oC8iwS,40,14.02.1986,Philippines,Asia,9,Female,75,2096,1804,3900,53.7,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
97OKp36YsttSdJnVo7QbHQh6Y5ih,40,27.02.1986,Vietnam,Asia,0,Male,71,2094,1598,3692,56.7,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
mYOTk3FCqQ3Egm715PQzvUj4CiAQ,21,09.09.2005,India,Asia,7,Non-binary / Other,70,1075,2565,3640,29.5,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
OcVRYY5d5wOOcbj1lhttP6hbs7Qh,16,09.02.2010,India,Asia,0,Male,68,845,2691,3536,23.9,Healthcare,6,Childhood (0–6); School (6–18); University (18–24); Residency (24–30); Career (30–65); Retirement (65–90)
mmMvjWkSLlT1WvS7v3OnokNVBRlG,27,06.08.1999,United States,North America,9,Female,80,1393,2767,4160,33.5,Healthcare,6,Childhood (0–6); School (6–18); University (18–24); Residency (24–30); Career (30–65); Retirement (65–90)
3ZWnoAF8Dfd8clLWhFj0xgEjgN78,39,23.08.1987,Nepal,Asia,0,Male,70,2017,1623,3640,55.4,Entrepreneur,5,Childhood (0–6); School (6–18); Startup Years (18–30); Growth Phase (30–55); Legacy (55–85)
EXN5VHqymBqi8788ikSbgLpjIPTj,39,03.12.1987,China,Asia,9,Female,80,2002,2158,4160,48.1,Adventurer,5,Childhood (0–6); School (6–18); Exploration (18–25); Settled Career (25–60); Senior (60–90)
zxYM9nO3p3XDXeOGqQEgoEt16VOu,39,24.03.1987,Spain,Europe,9,Female,86,2039,2433,4472,45.6,Adventurer,5,Childhood (0–6); School (6–18); Exploration (18–25); Settled Career (25–60); Senior (60–90)
dWPoZDwdTXctJX6OwASeJ4vAb5fS,30,06.07.1996,Afghanistan,Asia,9,Female,65,1554,1826,3380,46.0,Minimalist,2,Growing Up (0–25); Adult Life (25–85)
XdXYbk8Pe1EiPjempS4MCJCc7DeA,36,18.08.1990,Mozambique,Africa,0,Male,58,1861,1155,3016,61.7,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
yVCvJGMOAoNmNJ4QmLNxtbFSJuoi,54,05.03.1972,Ukraine,Europe,0,Male,66,2824,608,3432,82.3,Minimalist,2,Growing Up (0–25); Adult Life (25–85)
YqrNXradi8CsHVEsBBt6Am3A9pub,61,25.01.1965,Canada,North America,9,Female,84,3195,1173,4368,73.1,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
T8JM7BgNOiRnmRKSlvkjzms90M4M,30,07.08.1996,Czech Republic,Europe,0,Male,76,1550,2402,3952,39.2,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
rOp8U26snRWXshJLpLZ6qJrJqzbV,37,13.10.1989,Mexico,North America,9,Female,78,1905,2151,4056,47.0,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
uALD59PHVG1qpga3JiQhDcu3GlNW,37,08.03.1989,Switzerland,Europe,9,Female,85,1937,2483,4420,43.8,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
casJ0xdSndb32gWm1uywRyuuQDa6,53,28.03.1973,India,Asia,4,Non-binary / Other,69,2769,819,3588,77.2,Early retirement,5,Childhood (0–6); Education (6–22); Career (22–45); Early Retirement (45–70); Senior (70–90)
qwsquyfnHx2slZjPi1mClzOboBJF,52,07.10.1974,Vietnam,Asia,0,Male,71,2689,1003,3692,72.8,Adventurer,5,Childhood (0–6); School (6–18); Exploration (18–25); Settled Career (25–60); Senior (60–90)
I36tRi1xKd2OO8BrClcmtjHXwckI,41,27.09.1985,Pakistan,Asia,9,Female,69,2116,1472,3588,59.0,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
TUVmi9Moiiy9n2onpDeQPAC5a1iD,37,15.03.1989,United States,North America,0,Male,74,1936,1912,3848,50.3,Early retirement,5,Childhood (0–6); Education (6–22); Career (22–45); Early Retirement (45–70); Senior (70–90)
kNne44TIqEonS6ihse8KT9VfS7Pi,36,29.04.1990,Nepal,Asia,9,Female,73,1877,1919,3796,49.4,Early retirement,5,Childhood (0–6); Education (6–22); Career (22–45); Early Retirement (45–70); Senior (70–90)
q2CWg4NQtqgWL15dwHH5jQMv2djL,72,14.12.1954,Australia,Oceania,0,Male,81,3723,489,4212,88.4,Healthcare,6,Childhood (0–6); School (6–18); University (18–24); Residency (24–30); Career (30–65); Retirement (65–90)
rpFT6EMBVelifcG7cR8IYUd48e11,59,13.07.1967,South Korea,Asia,9,Female,86,3066,1406,4472,68.6,Early retirement,5,Childhood (0–6); Education (6–22); Career (22–45); Early Retirement (45–70); Senior (70–90)
jg8MRlt2VEkiEypnCkwrixxtYKO0,67,30.11.1959,Iran,Asia,9,Female,78,3464,592,4056,85.4,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
m8sB4bFGFJuqbk1MxFvL2lQEM4yN,63,23.01.1963,China,Asia,0,Male,75,3300,600,3900,84.6,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
CEtk4JbeyHiLbwSjKht15zcKtPKo,56,08.07.1970,China,Asia,9,Female,80,2911,1249,4160,70.0,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
MsVlAePMbPvmSnH0cJ0n1dNkj6ke,35,14.11.1991,Czech Republic,Europe,9,Female,82,1796,2468,4264,42.1,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
jAzEy3gKGqHy9UZPcyJF5BGptuTy,74,23.02.1952,Romania,Europe,5,Non-binary / Other,75,3869,31,3900,99.2,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
hAislLSBielsdrLGXgT64J11f1BZ,41,10.12.1985,India,Asia,9,Female,71,2106,1586,3692,57.0,Early retirement,5,Childhood (0–6); Education (6–22); Career (22–45); Early Retirement (45–70); Senior (70–90)
fjRgId2AbQkaa6UHly2aNulpGoS5,55,19.05.1971,India,Asia,9,Female,71,2866,826,3692,77.6,Entrepreneur,5,Childhood (0–6); School (6–18); Startup Years (18–30); Growth Phase (30–55); Legacy (55–85)
JLdyRkCBpo09m2LxW7nD3fuhNHYZ,42,06.10.1984,Malaysia,Asia,0,Male,74,2167,1681,3848,56.3,Academic / PhD,7,Childhood (0–6); School (6–18); Bachelor's (18–21); Master's (21–23); PhD (23–28); Academic Career (28–65); Retirement (65–90)
7g8lPXmnLgHF8vlTTdDRV6b7DxOA,22,14.04.2004,India,Asia,0,Male,68,1149,2387,3536,32.5,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
5G1YpehL7h4RvKJHpQvETbSTRxRY,53,01.03.1973,Nigeria,Africa,0,Male,55,2772,88,2860,96.9,Academic / PhD,7,Childhood (0–6); School (6–18); Bachelor's (18–21); Master's (21–23); PhD (23–28); Academic Career (28–65); Retirement (65–90)
iBtFJ7vnqANVT2JLBMiMA9sVJyba,55,19.06.1971,Jordan,Asia,9,Female,77,2861,1143,4004,71.5,Creative / Artist,5,Childhood (0–6); Education (6–20); Emerging (20–35); Established (35–60); Legacy (60–85)
vMJzeFXX0gCrC6vyKYgxWHqtXkNX,59,16.11.1967,Saudi Arabia,Asia,3,Non-binary / Other,78,3048,1008,4056,75.1,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
by7cyI3bHqZwgnIHI2XusYIMTq09,26,27.02.2000,Turkey,Asia,0,Male,76,1364,2588,3952,34.5,Healthcare,6,Childhood (0–6); School (6–18); University (18–24); Residency (24–30); Career (30–65); Retirement (65–90)
7W4cnQSVzK1KNb8wsIVlBH09AJFD,71,01.04.1955,Malaysia,Asia,0,Male,74,3707,141,3848,96.3,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
2XbNmxQcqs6pL6yrvA3y4k6xWhuv,23,16.09.2003,Philippines,Asia,0,Male,68,1179,2357,3536,33.3,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
l6lLunNOBbEDyHQuLLufZonaZ8rT,24,30.06.2002,Myanmar,Asia,9,Female,70,1242,2398,3640,34.1,Minimalist,2,Growing Up (0–25); Adult Life (25–85)
phlf15WoWi8EAqNTMIStulPk0i1g,69,02.10.1957,China,Asia,0,Male,75,3577,323,3900,91.7,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
eud0ctfBtDVNwiBGUTgWCwsXJmr3,47,20.06.1979,Brazil,South America,5,Non-binary / Other,76,2444,1508,3952,61.8,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
mGA2emZGLl6FF3YIvkHmrIlQthQz,47,18.09.1979,China,Asia,0,Male,75,2431,1469,3900,62.3,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
XFgJgADs1ETBxkYKetnyKJ3NA8vL,36,08.12.1990,Sudan,Africa,0,Male,65,1845,1535,3380,54.6,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
Kvob4ZQvffKPsrOyTFGM60MCwk4w,60,04.01.1966,Mexico,North America,9,Female,78,3146,910,4056,77.6,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
G6T0diBKTL30ZYsHN4CfauJs75YW,56,19.12.1970,Russia,Europe,4,Non-binary / Other,70,2887,753,3640,79.3,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
8glnbGvAHWJL9Ze6uaYTM47SNkgD,47,17.03.1979,South Africa,Africa,0,Male,60,2457,663,3120,78.8,Adventurer,5,Childhood (0–6); School (6–18); Exploration (18–25); Settled Career (25–60); Senior (60–90)
mZxMOUHbS7aZthyUhJWep1hJDi1v,51,30.07.1975,Armenia,Asia,0,Male,71,2647,1045,3692,71.7,Minimalist,2,Growing Up (0–25); Adult Life (25–85)
ZX1Scu2sSmevRWExy4eQFLJmpMRM,52,23.01.1974,Czech Republic,Europe,0,Male,76,2726,1226,3952,69.0,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
7BpO1YoElv2gryQciFoEC1HAVxa4,64,03.07.1962,Kenya,Africa,9,Female,70,3329,311,3640,91.5,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
Rzcg9C6NmHY4zq87cPHi8aiAA5Fg,40,09.05.1986,Ethiopia,Africa,5,Non-binary / Other,68,2084,1452,3536,58.9,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
otnbzXzyR1OL75JkH16FV2Uv1oZu,45,17.02.1981,Nigeria,Africa,9,Female,57,2357,607,2964,79.5,Early retirement,5,Childhood (0–6); Education (6–22); Career (22–45); Early Retirement (45–70); Senior (70–90)
3b8X79WU0YWVcsmFGeEHBU7nozVB,70,04.08.1956,Romania,Europe,3,Non-binary / Other,73,3637,159,3796,95.8,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
46vFNzbHyvW85e01ofcOBiqrbREK,61,20.01.1965,Sudan,Africa,0,Male,65,3196,184,3380,94.6,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
W0NdDMgNiUHCKTDU81JmleEsirq3,29,09.03.1997,Pakistan,Asia,0,Male,67,1519,1965,3484,43.6,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
McsGgxdaHBOd5WbuXyXSewzHbvDt,42,04.02.1984,Nigeria,Africa,0,Male,55,2202,658,2860,77.0,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
aXnClWOkfmYJUDeyihXp1SrzgEJH,33,26.06.1993,Austria,Europe,4,Non-binary / Other,81,1712,2500,4212,40.6,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
z8ins15iwfyil4qf74PbqTB02xbP,16,09.08.2010,Yemen,Asia,0,Male,64,819,2509,3328,24.6,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
DeCYSb8i6ZwHgcgJg7H5fXHzUrLH,36,08.02.1990,India,Asia,9,Female,71,1888,1804,3692,51.1,Healthcare,6,Childhood (0–6); School (6–18); University (18–24); Residency (24–30); Career (30–65); Retirement (65–90)
nxdaGtqFoYIfJJEMJfsdJTGZ38y7,43,22.09.1983,India,Asia,4,Non-binary / Other,69,2221,1367,3588,61.9,Minimalist,2,Growing Up (0–25); Adult Life (25–85)
Fq6cjn7zrlSaekUE6ja3amndbGps,36,09.04.1990,Nigeria,Africa,9,Female,57,1880,1084,2964,63.4,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
aGVJfpzaJ1fJTjoQmCZP6JCScaXu,31,04.10.1995,Philippines,Asia,0,Male,68,1594,1942,3536,45.1,Academic / PhD,7,Childhood (0–6); School (6–18); Bachelor's (18–21); Master's (21–23); PhD (23–28); Academic Career (28–65); Retirement (65–90)
ppd5Y8FQphgZ7ff2tPIwqFV7t8lq,21,14.09.2005,Kenya,Africa,9,Female,70,1075,2565,3640,29.5,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
rzBxJLr3qzBSfIqNaiV4QjinB5ra,39,11.04.1987,Tanzania,Africa,0,Male,65,2036,1344,3380,60.2,Early retirement,5,Childhood (0–6); Education (6–22); Career (22–45); Early Retirement (45–70); Senior (70–90)
equio4Nlt6n9bsjfV6IuIQ6MW8vb,18,12.09.2008,Uzbekistan,Asia,0,Male,71,918,2774,3692,24.9,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
kdAbfIGCbSUk8hT5AvhOqHxEAUnY,23,02.01.2003,Pakistan,Asia,9,Female,69,1215,2373,3588,33.9,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
c2O38znNx7gfowSX87t0qv7f9Hkt,64,10.05.1962,Ukraine,Europe,9,Female,76,3336,616,3952,84.4,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
y9F0RyvRyji87MB90B1qMDZPJNwc,68,22.08.1958,Bolivia,South America,9,Female,76,3530,422,3952,89.3,Adventurer,5,Childhood (0–6); School (6–18); Exploration (18–25); Settled Career (25–60); Senior (60–90)
98htqmdT2UH6juN0LUkpWbyQXNfh,48,17.05.1978,Vietnam,Asia,0,Male,71,2501,1191,3692,67.7,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
GCaPonPWF1XSGrXH9z1b0Y9lj2tO,65,18.04.1961,Pakistan,Asia,9,Female,69,3392,196,3588,94.5,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
RdL6AZoiSNFddk9mKIKL7eYcas6Y,27,28.04.1999,Egypt,Africa,9,Female,75,1408,2492,3900,36.1,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
COzWgNy5V6QMUdFgO0NYuwahmBnG,79,04.12.1947,Czech Republic,Europe,9,Female,82,4089,175,4264,95.9,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
ZGaiDVSD6gbQgM8j3P2K9pEhmvoB,26,17.09.2000,Peru,South America,0,Male,74,1335,2513,3848,34.7,Entrepreneur,5,Childhood (0–6); School (6–18); Startup Years (18–30); Growth Phase (30–55); Legacy (55–85)
aSIWC8bkp1mVnyl8hKWxPxvCyDyB,16,26.03.2010,India,Asia,9,Female,71,838,2854,3692,22.7,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
04wU2itT03Zya5nw87OV3j0RRM1J,55,04.12.1971,Pakistan,Asia,0,Male,67,2837,647,3484,81.4,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
sgAYea1cg4xSVS9RzXo1MutfabhV,48,08.02.1978,Ethiopia,Africa,9,Female,70,2515,1125,3640,69.1,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
YW1hDItV1iV44ugoxIFvqx6cPLjT,65,16.03.1961,United States,North America,0,Male,74,3396,452,3848,88.3,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
9VACiwBbmZCwXUD9UDSnEtoalBY0,34,25.07.1992,Afghanistan,Asia,0,Male,63,1760,1516,3276,53.7,Early retirement,5,Childhood (0–6); Education (6–22); Career (22–45); Early Retirement (45–70); Senior (70–90)
kkqUQyjBIZ9BAiB3Qi61R6mI5DQw,74,06.11.1952,Italy,Europe,0,Male,81,3832,380,4212,91.0,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
LzPbq4GyQkRWWqvbGZVDJU7u0Apa,71,17.12.1955,Brazil,South America,9,Female,80,3670,490,4160,88.2,Military,5,Childhood (0–6); School (6–18); Military Service (18–38); Civilian Career (38–62); Retirement (62–85)
DKCSvj0K1oWq0D1UiTlRkNDgeCx2,57,15.07.1969,China,Asia,9,Female,80,2962,1198,4160,71.2,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
Wj2xrZzIckgAJm1lblz7JIf8qQqZ,47,14.02.1979,India,Asia,0,Male,68,2462,1074,3536,69.6,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
V5Xe5BW3Q6smlZl4xnhYjrB84anI,25,15.08.2001,Austria,Europe,6,Non-binary / Other,82,1288,2976,4264,30.2,Healthcare,6,Childhood (0–6); School (6–18); University (18–24); Residency (24–30); Career (30–65); Retirement (65–90)
vTYIgLTnCjVl1jJYnOsVYdZSCOZC,57,02.05.1969,Poland,Europe,9,Female,81,2972,1240,4212,70.6,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
MMxCa1AYzEwz2kHP5J0kclexZsYM,61,19.04.1965,Chile,South America,9,Female,83,3183,1133,4316,73.7,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
3vlmakwcY4Xv8h2ouuS3ozFIIRmm,74,19.01.1952,Egypt,Africa,6,Non-binary / Other,74,3874,0,3848,100.7,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
